일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2010/08/19","789000","11000","1.41","779000","789000","777000","244134","191730514000","116219176893000","147299337"
"2010/08/18","778000","-4000","-0.51","784000","785000","774000","234522","182333601000","114598884186000","147299337"
"2010/08/17","782000","0","0.00","777000","783000","771000","289608","225301219838","115188081534000","147299337"
"2010/08/16","782000","1000","0.13","773000","783000","767000","205733","159227375800","115188081534000","147299337"
"2010/08/13","781000","15000","1.96","770000","782000","767000","286706","222442436000","115040782197000","147299337"
"2010/08/12","766000","-13000","-1.67","768000","777000","765000","428357","329975798084","112831292142000","147299337"
"2010/08/11","779000","-14000","-1.77","784000","789000","777000","359968","281315083000","114746183523000","147299337"
"2010/08/10","793000","-9000","-1.12","800000","804000","791000","281589","223909912000","116808374241000","147299337"
"2010/08/09","802000","1000","0.12","799000","802000","798000","182922","146348498000","118134068274000","147299337"
"2010/08/06","801000","-3000","-0.37","810000","810000","799000","247165","198515262500","117986768937000","147299337"
"2010/08/05","804000","-2000","-0.25","811000","818000","803000","280897","226871877293","118428666948000","147299337"
"2010/08/04","806000","-9000","-1.10","817000","818000","806000","213434","172745815100","118723265622000","147299337"
"2010/08/03","815000","5000","0.62","820000","822000","815000","262302","214573629000","120048959655000","147299337"
"2010/08/02","810000","0","0.00","817000","818000","810000","249388","202819681586","119312462970000","147299337"
"2010/07/30","810000","-17000","-2.06","822000","827000","810000","328824","267727859100","119312462970000","147299337"
"2010/07/29","827000","-10000","-1.19","839000","840000","824000","297472","246705267000","121816551699000","147299337"
"2010/07/28","837000","8000","0.97","832000","840000","831000","465199","388693454000","123289545069000","147299337"
"2010/07/27","829000","11000","1.34","824000","830000","821000","382877","316361795000","122111150373000","147299337"
"2010/07/26","818000","7000","0.86","813000","820000","809000","212627","173091978000","120490857666000","147299337"
"2010/07/23","811000","3000","0.37","815000","817000","807000","282472","229671638128","119459762307000","147299337"
"2010/07/22","808000","-9000","-1.10","812000","817000","801000","309521","250171537000","119017864296000","147299337"
"2010/07/21","817000","19000","2.38","817000","818000","806000","331706","269567166730","120343558329000","147299337"
"2010/07/20","798000","3000","0.38","795000","802000","786000","231722","184258191000","117544870926000","147299337"
"2010/07/19","795000","-7000","-0.87","786000","799000","786000","292107","231843177040","117102972915000","147299337"
"2010/07/16","802000","-18000","-2.20","816000","820000","802000","338810","273336041000","118134068274000","147299337"
"2010/07/15","820000","-4000","-0.49","825000","825000","818000","321508","264166279665","120785456340000","147299337"
"2010/07/14","824000","28000","3.52","813000","828000","813000","664091","545272991000","121374653688000","147299337"
"2010/07/13","796000","-6000","-0.75","798000","808000","794000","307189","245561245665","117250272252000","147299337"
"2010/07/12","802000","6000","0.75","799000","802000","792000","252065","201212027146","118134068274000","147299337"
"2010/07/09","796000","21000","2.71","779000","796000","773000","372579","292455271015","117250272252000","147299337"
"2010/07/08","775000","6000","0.78","783000","784000","770000","295553","229726530000","114156986175000","147299337"
"2010/07/07","769000","-6000","-0.77","780000","781000","765000","324156","249610944000","113273190153000","147299337"
"2010/07/06","775000","8000","1.04","762000","775000","755000","358388","274059333000","114156986175000","147299337"
"2010/07/05","767000","0","0.00","763000","770000","761000","200619","153632788000","112978591479000","147299337"
"2010/07/02","767000","1000","0.13","770000","774000","763000","233128","178903567300","112978591479000","147299337"
"2010/07/01","766000","-8000","-1.03","779000","780000","760000","444516","341392691554","112831292142000","147299337"
"2010/06/30","774000","-18000","-2.27","770000","780000","770000","536406","415105644268","114009686838000","147299337"
"2010/06/29","792000","-4000","-0.50","801000","804000","787000","251786","199912043000","116661074904000","147299337"
"2010/06/28","796000","-9000","-1.12","805000","808000","796000","261209","207045235000","117250272252000","147299337"
"2010/06/25","805000","-15000","-1.83","809000","810000","802000","340230","273895421012","118575966285000","147299337"
"2010/06/24","820000","15000","1.86","808000","823000","805000","283144","231501758000","120785456340000","147299337"
"2010/06/23","805000","-11000","-1.35","811000","811000","800000","350031","281539550820","118575966285000","147299337"
"2010/06/22","816000","-14000","-1.69","827000","827000","813000","296417","241981877000","120196258992000","147299337"
"2010/06/21","830000","8000","0.97","830000","839000","825000","284790","236666761000","122258449710000","147299337"
"2010/06/18","822000","5000","0.61","825000","825000","812000","191872","157215567000","121080055014000","147299337"
"2010/06/17","817000","-2000","-0.24","812000","817000","810000","233390","189882153952","120343558329000","147299337"
"2010/06/16","819000","21000","2.63","815000","822000","809000","376553","307540224422","120638157003000","147299337"
"2010/06/15","798000","-9000","-1.12","810000","810000","798000","190780","153144654360","117544870926000","147299337"
"2010/06/14","807000","10000","1.25","791000","809000","791000","241981","194649764400","118870564959000","147299337"
"2010/06/11","797000","24000","3.10","785000","797000","783000","366275","290233194000","117397571589000","147299337"
"2010/06/10","773000","3000","0.39","777000","780000","771000","356286","276168848480","113862387501000","147299337"
"2010/06/09","770000","-15000","-1.91","792000","792000","766000","359716","277675944000","113420489490000","147299337"
"2010/06/08","785000","-2000","-0.25","785000","798000","776000","290449","228454342327","115629979545000","147299337"
"2010/06/07","787000","-6000","-0.76","779000","787000","777000","303328","237058797070","115924578219000","147299337"
"2010/06/04","793000","16000","2.06","775000","797000","774000","252280","198542634408","116808374241000","147299337"
"2010/06/03","777000","9000","1.17","780000","784000","774000","293327","228584095843","114451584849000","147299337"
"2010/06/01","768000","-8000","-1.03","776000","779000","765000","228117","175471260000","113125890816000","147299337"
"2010/05/31","776000","-2000","-0.26","772000","781000","768000","255822","197853790000","114304285512000","147299337"
"2010/05/28","778000","6000","0.78","787000","787000","767000","450925","350093718942","114598884186000","147299337"
"2010/05/27","772000","22000","2.93","744000","775000","741000","444241","339786261755","113715088164000","147299337"
"2010/05/26","750000","9000","1.21","760000","769000","745000","460053","347877725100","110474502750000","147299337"
"2010/05/25","741000","-17000","-2.24","750000","756000","736000","511626","380349120216","109148808717000","147299337"
"2010/05/24","758000","2000","0.26","747000","764000","744000","354475","267632586000","111652897446000","147299337"
"2010/05/20","756000","-17000","-2.20","765000","772000","755000","395806","301568992000","111358298772000","147299337"
"2010/05/19","773000","-19000","-2.40","785000","785000","769000","361171","279281741000","113862387501000","147299337"
"2010/05/18","792000","8000","1.02","790000","795000","784000","363385","286854327000","116661074904000","147299337"
"2010/05/17","784000","-26000","-3.21","798000","799000","778000","530598","418011399000","115482680208000","147299337"
"2010/05/14","810000","-3000","-0.37","806000","812000","799000","293840","236948195000","119312462970000","147299337"
"2010/05/13","813000","24000","3.04","798000","820000","797000","319461","259075703000","119754360981000","147299337"
"2010/05/12","789000","-2000","-0.25","797000","798000","782000","315809","249238645000","116219176893000","147299337"
"2010/05/11","791000","-12000","-1.49","812000","812000","791000","450658","360106422000","116513775567000","147299337"
"2010/05/10","803000","9000","1.13","800000","805000","797000","330582","264900395000","118281367611000","147299337"
"2010/05/07","794000","-20000","-2.46","798000","799000","788000","759225","603017226830","116955673578000","147299337"
"2010/05/06","814000","-20000","-2.40","817000","819000","810000","451765","368293566480","119901660318000","147299337"
"2010/05/04","834000","5000","0.60","840000","843000","830000","183456","153431200000","122847647058000","147299337"
"2010/05/03","829000","-20000","-2.36","845000","845000","827000","291445","242924770000","122111150373000","147299337"
"2010/04/30","849000","24000","2.91","828000","852000","827000","454668","383757223200","125057137113000","147299337"
"2010/04/29","825000","0","0.00","830000","831000","816000","226931","186558535000","121521953025000","147299337"
"2010/04/28","825000","-10000","-1.20","820000","825000","818000","320393","263128944000","121521953025000","147299337"
"2010/04/27","835000","1000","0.12","831000","838000","827000","260996","217611381000","122994946395000","147299337"
"2010/04/26","834000","4000","0.48","835000","842000","830000","260608","218079593000","122847647058000","147299337"
"2010/04/23","830000","-11000","-1.31","848000","848000","828000","309436","257461586500","122258449710000","147299337"
"2010/04/22","841000","-11000","-1.29","849000","849000","833000","343557","288087001000","123878742417000","147299337"
"2010/04/21","852000","24000","2.90","838000","853000","835000","264254","223691010927","125499035124000","147299337"
"2010/04/20","828000","1000","0.12","827000","832000","821000","271882","224477634519","121963851036000","147299337"
"2010/04/19","827000","-21000","-2.48","837000","840000","826000","247376","205698861000","121816551699000","147299337"
"2010/04/16","848000","-7000","-0.82","855000","858000","841000","220112","186853143000","124909837776000","147299337"
"2010/04/15","855000","10000","1.18","862000","862000","844000","365104","310702197000","125940933135000","147299337"
"2010/04/14","845000","17000","2.05","835000","847000","833000","308499","260062385000","124467939765000","147299337"
"2010/04/13","828000","-2000","-0.24","834000","834000","815000","409114","336844437000","121963851036000","147299337"
"2010/04/12","830000","-26000","-3.04","859000","860000","827000","497940","416173805000","122258449710000","147299337"
"2010/04/09","856000","-7000","-0.81","864000","866000","848000","275789","235795518494","126088232472000","147299337"
"2010/04/08","863000","4000","0.47","857000","863000","853000","269327","231309576000","127119327831000","147299337"
"2010/04/07","859000","-10000","-1.15","865000","869000","852000","388680","333515614800","126530130483000","147299337"
"2010/04/06","869000","-1000","-0.11","874000","875000","861000","330287","286769436000","128003123853000","147299337"
"2010/04/05","870000","13000","1.52","861000","870000","857000","304516","263896589000","128150423190000","147299337"
"2010/04/02","857000","12000","1.42","846000","860000","841000","419069","357521490000","126235531809000","147299337"
"2010/04/01","845000","27000","3.30","826000","845000","824000","561659","469761523095","124467939765000","147299337"
"2010/03/31","818000","4000","0.49","814000","834000","813000","434300","358010681000","120490857666000","147299337"
"2010/03/30","814000","-4000","-0.49","827000","829000","812000","240934","197658301000","119901660318000","147299337"
"2010/03/29","818000","-2000","-0.24","810000","825000","810000","155679","127304579200","120490857666000","147299337"
"2010/03/26","820000","1000","0.12","823000","825000","812000","209802","171802618000","120785456340000","147299337"
"2010/03/25","819000","0","0.00","815000","822000","809000","189958","155063872496","120638157003000","147299337"
"2010/03/24","819000","10000","1.24","815000","825000","813000","318916","261285030000","120638157003000","147299337"
"2010/03/23","809000","8000","1.00","807000","815000","805000","198652","160802375000","119165163633000","147299337"
"2010/03/22","801000","-3000","-0.37","803000","804000","792000","184264","147025054000","117986768937000","147299337"
"2010/03/19","804000","7000","0.88","801000","807000","798000","214492","172188720545","118428666948000","147299337"
"2010/03/18","797000","-1000","-0.13","795000","807000","795000","307995","246348054765","117397571589000","147299337"
"2010/03/17","798000","33000","4.31","772000","798000","771000","437152","343348057000","117544870926000","147299337"
"2010/03/16","765000","-3000","-0.39","768000","770000","758000","331137","252631267000","112683992805000","147299337"
"2010/03/15","768000","-10000","-1.29","782000","783000","764000","251707","193619109220","113125890816000","147299337"
"2010/03/12","778000","0","0.00","778000","784000","771000","200080","155190796600","114598884186000","147299337"
"2010/03/11","778000","-6000","-0.77","790000","794000","778000","392802","307357714528","114598884186000","147299337"
"2010/03/10","784000","-2000","-0.25","786000","787000","778000","227383","177966170000","115482680208000","147299337"
"2010/03/09","786000","0","0.00","787000","787000","777000","244284","190926905970","115777278882000","147299337"
"2010/03/08","786000","11000","1.42","790000","792000","785000","391403","308553171000","115777278882000","147299337"
"2010/03/05","775000","14000","1.84","763000","775000","763000","235291","181611811222","114156986175000","147299337"
"2010/03/04","761000","-10000","-1.30","771000","772000","756000","204388","155991738132","112094795457000","147299337"
"2010/03/03","771000","1000","0.13","771000","773000","763000","194602","149452914300","113567788827000","147299337"
"2010/03/02","770000","26000","3.49","761000","774000","756000","471552","361320104000","113420489490000","147299337"
"2010/02/26","744000","8000","1.09","740000","748000","733000","311924","231457867481","109590706728000","147299337"
"2010/02/25","736000","-16000","-2.13","754000","758000","734000","386093","286458924000","108412312032000","147299337"
"2010/02/24","752000","-15000","-1.96","759000","761000","750000","301431","227058429750","110769101424000","147299337"
"2010/02/23","767000","-6000","-0.78","774000","774000","756000","251717","192250793960","112978591479000","147299337"
"2010/02/22","773000","13000","1.71","772000","778000","770000","231865","179637160526","113862387501000","147299337"
"2010/02/19","760000","-15000","-1.94","769000","777000","759000","223000","170808856000","111947496120000","147299337"
"2010/02/18","775000","-4000","-0.51","779000","781000","772000","145108","112486981000","114156986175000","147299337"
"2010/02/17","779000","23000","3.04","772000","779000","764000","280246","216649610000","114746183523000","147299337"
"2010/02/16","756000","6000","0.80","750000","759000","748000","154766","116723141000","111358298772000","147299337"
"2010/02/12","750000","-13000","-1.70","767000","767000","745000","458574","344573130000","110474502750000","147299337"
"2010/02/11","763000","8000","1.06","757000","765000","756000","265050","201949387220","112389394131000","147299337"
"2010/02/10","755000","-6000","-0.79","763000","764000","752000","263846","199344628000","111210999435000","147299337"
"2010/02/09","761000","13000","1.74","748000","761000","742000","337459","253515262000","112094795457000","147299337"
"2010/02/08","748000","-2000","-0.27","747000","754000","741000","439608","327992904464","110179904076000","147299337"
"2010/02/05","750000","-26000","-3.35","758000","761000","747000","515034","387493633070","110474502750000","147299337"
"2010/02/04","776000","-1000","-0.13","775000","783000","772000","239799","186345812000","114304285512000","147299337"
"2010/02/03","777000","5000","0.65","782000","785000","768000","330235","257088896000","114451584849000","147299337"
"2010/02/02","772000","-5000","-0.64","790000","790000","770000","393803","306825603000","113715088164000","147299337"
"2010/02/01","777000","-7000","-0.89","784000","785000","765000","501042","387862307554","114451584849000","147299337"
"2010/01/29","784000","-24000","-2.97","800000","801000","780000","457285","360860558598","115482680208000","147299337"
"2010/01/28","808000","8000","1.00","808000","815000","803000","276614","224030154000","119017864296000","147299337"
"2010/01/27","800000","-15000","-1.84","815000","817000","800000","370760","298948936832","117839469600000","147299337"
"2010/01/26","815000","-27000","-3.21","846000","846000","812000","375210","309005245000","120048959655000","147299337"
"2010/01/25","842000","17000","2.06","816000","848000","815000","412797","345290483500","124026041754000","147299337"
"2010/01/22","825000","-25000","-2.94","840000","845000","818000","470536","390477688000","121521953025000","147299337"
"2010/01/21","850000","16000","1.92","820000","850000","820000","340148","286161948788","125204436450000","147299337"
"2010/01/20","834000","11000","1.34","823000","837000","823000","384306","319286594000","122847647058000","147299337"
"2010/01/19","823000","-20000","-2.37","850000","850000","822000","241308","200677477000","121227354351000","147299337"
"2010/01/18","843000","1000","0.12","840000","846000","828000","261691","218867759000","124173341091000","147299337"
"2010/01/15","842000","15000","1.81","832000","843000","829000","398401","334214059000","124026041754000","147299337"
"2010/01/14","827000","30000","3.76","806000","831000","800000","532705","437787963000","121816551699000","147299337"
"2010/01/13","797000","-12000","-1.48","805000","806000","797000","267619","214265221000","117397571589000","147299337"
"2010/01/12","809000","12000","1.51","797000","809000","795000","384460","308792211240","119165163633000","147299337"
"2010/01/11","797000","-24000","-2.92","821000","823000","797000","398901","322990073000","117397571589000","147299337"
"2010/01/08","821000","8000","0.98","820000","821000","806000","295798","241586107770","120932755677000","147299337"
"2010/01/07","813000","-28000","-3.33","841000","841000","813000","443237","366099464524","119754360981000","147299337"
"2010/01/06","841000","19000","2.31","829000","841000","826000","459755","383612842400","123878742417000","147299337"
"2010/01/05","822000","13000","1.61","826000","829000","815000","559219","460329740432","121080055014000","147299337"
"2010/01/04","809000","10000","1.25","803000","809000","800000","239271","192566991282","119165163633000","147299337"
"2009/12/30","799000","13000","1.65","788000","799000","787000","295625","234828617000","117692170263000","147299337"
"2009/12/29","786000","-1000","-0.13","786000","787000","780000","136900","107332449000","115777278882000","147299337"
"2009/12/28","787000","-3000","-0.38","790000","793000","779000","235595","184874795000","115924578219000","147299337"
"2009/12/24","790000","6000","0.77","785000","794000","782000","407107","320876091000","116366476230000","147299337"
"2009/12/23","784000","3000","0.38","788000","788000","778000","250159","195875894418","115482680208000","147299337"
"2009/12/22","781000","10000","1.30","775000","781000","773000","245910","191162132000","115040782197000","147299337"
"2009/12/21","771000","-2000","-0.26","773000","777000","767000","291763","225292613546","113567788827000","147299337"
"2009/12/18","773000","8000","1.05","760000","779000","758000","406524","312419177320","113862387501000","147299337"
"2009/12/17","765000","-15000","-1.92","781000","781000","765000","317829","244859417402","112683992805000","147299337"
"2009/12/16","780000","3000","0.39","780000","786000","775000","399330","311695434705","114893482860000","147299337"
"2009/12/15","777000","-2000","-0.26","780000","781000","772000","245432","190480272664","114451584849000","147299337"
"2009/12/14","779000","-6000","-0.76","785000","790000","772000","310154","241725213556","114746183523000","147299337"
"2009/12/11","785000","-3000","-0.38","790000","797000","783000","325591","257164014072","115629979545000","147299337"
"2009/12/10","788000","10000","1.29","771000","788000","766000","891683","698715495922","116071877556000","147299337"
"2009/12/09","778000","6000","0.78","762000","782000","761000","356783","275908100022","114598884186000","147299337"
"2009/12/08","772000","1000","0.13","771000","776000","767000","201922","155921140232","113715088164000","147299337"
"2009/12/07","771000","9000","1.18","770000","777000","763000","329583","254493842808","113567788827000","147299337"
"2009/12/04","762000","3000","0.40","758000","767000","755000","366960","279530420978","112242094794000","147299337"
"2009/12/03","759000","12000","1.61","752000","760000","747000","320498","241840267000","111800196783000","147299337"
"2009/12/02","747000","10000","1.36","743000","750000","740000","334794","249556589800","110032604739000","147299337"
"2009/12/01","737000","17000","2.36","720000","737000","718000","345641","251669053328","108559611369000","147299337"
"2009/11/30","720000","8000","1.12","723000","732000","719000","376335","273059307000","106055522640000","147299337"
"2009/11/27","712000","-31000","-4.17","730000","739000","712000","463339","335780210300","104877127944000","147299337"
"2009/11/26","743000","-6000","-0.80","749000","757000","743000","236268","177483978000","109443407391000","147299337"
"2009/11/25","749000","7000","0.94","742000","749000","740000","212706","158462470670","110327203413000","147299337"
"2009/11/24","742000","-17000","-2.24","761000","763000","741000","354539","264769375772","109296108054000","147299337"
"2009/11/23","759000","4000","0.53","761000","764000","751000","288180","218405537795","111800196783000","147299337"
"2009/11/20","755000","-4000","-0.53","751000","761000","746000","343361","258846104156","111210999435000","147299337"
"2009/11/19","759000","9000","1.20","750000","765000","750000","455114","346151563000","111800196783000","147299337"
"2009/11/18","750000","22000","3.02","735000","750000","732000","593061","440914092585","110474502750000","147299337"
"2009/11/17","728000","-5000","-0.68","738000","741000","726000","360325","264907550200","107233917336000","147299337"
"2009/11/16","733000","19000","2.66","720000","733000","714000","401434","290225356000","107970414021000","147299337"
"2009/11/13","714000","-6000","-0.83","724000","727000","709000","431814","309433880400","105171726618000","147299337"
"2009/11/12","720000","-15000","-2.04","737000","743000","720000","494977","361521714064","106055522640000","147299337"
"2009/11/11","735000","8000","1.10","732000","735000","716000","319873","232584164000","108265012695000","147299337"
"2009/11/10","727000","3000","0.41","734000","736000","724000","392417","286476239236","107086617999000","147299337"
"2009/11/09","724000","2000","0.28","727000","732000","722000","269437","195964377000","106644719988000","147299337"
"2009/11/06","722000","10000","1.40","726000","727000","714000","304346","218978422000","106350121314000","147299337"
"2009/11/05","712000","-21000","-2.86","731000","731000","711000","373485","268179177000","104877127944000","147299337"
"2009/11/04","733000","4000","0.55","727000","736000","720000","343542","250079034202","107970414021000","147299337"
"2009/11/03","729000","11000","1.53","719000","732000","715000","392942","285333931000","107381216673000","147299337"
"2009/11/02","718000","-5000","-0.69","711000","727000","708000","464841","333740214400","105760923966000","147299337"
"2009/10/30","723000","5000","0.70","733000","740000","722000","557328","407270555000","106497420651000","147299337"
"2009/10/29","718000","-2000","-0.28","710000","722000","701000","644267","458498038000","105760923966000","147299337"
"2009/10/28","720000","-22000","-2.96","744000","745000","720000","513787","373742065000","106055522640000","147299337"
"2009/10/27","742000","-11000","-1.46","749000","752000","740000","327005","243126653000","109296108054000","147299337"
"2009/10/26","753000","8000","1.07","741000","759000","739000","313270","236169232000","110916400761000","147299337"
"2009/10/23","745000","19000","2.62","730000","749000","729000","432557","319973382640","109738006065000","147299337"
"2009/10/22","726000","-9000","-1.22","732000","738000","723000","432397","315246525800","106939318662000","147299337"
"2009/10/21","735000","-17000","-2.26","750000","752000","732000","507109","374481471000","108265012695000","147299337"
"2009/10/20","752000","1000","0.13","758000","761000","746000","283676","213341232000","110769101424000","147299337"
"2009/10/19","751000","5000","0.67","738000","755000","723000","433832","319753322000","110621802087000","147299337"
"2009/10/16","746000","-29000","-3.74","750000","778000","745000","475683","359619714000","109885305402000","147299337"
"2009/10/15","775000","6000","0.78","783000","783000","763000","356896","275517191100","114156986175000","147299337"
"2009/10/14","769000","12000","1.59","769000","773000","764000","416979","320890628000","113273190153000","147299337"
"2009/10/13","757000","8000","1.07","750000","765000","742000","367501","277311134800","111505598109000","147299337"
"2009/10/12","749000","-6000","-0.79","760000","763000","741000","432157","323769939000","110327203413000","147299337"
"2009/10/09","755000","35000","4.86","729000","755000","726000","626954","465868185000","111210999435000","147299337"
"2009/10/08","720000","-2000","-0.28","728000","728000","706000","1062567","762369220000","106055522640000","147299337"
"2009/10/07","722000","-23000","-3.09","752000","756000","721000","765488","564644979000","106350121314000","147299337"
"2009/10/06","745000","-2000","-0.27","755000","761000","745000","770389","579507869860","109738006065000","147299337"
"2009/10/05","747000","-45000","-5.68","778000","780000","746000","944271","719487507000","110032604739000","147299337"
"2009/10/01","792000","-23000","-2.82","811000","815000","784000","538765","428946127490","116661074904000","147299337"
"2009/09/30","815000","3000","0.37","807000","825000","806000","479813","392123925680","120048959655000","147299337"
"2009/09/29","812000","16000","2.01","792000","815000","792000","408484","329802150000","119607061644000","147299337"
"2009/09/28","796000","1000","0.13","791000","797000","780000","278380","219273779308","117250272252000","147299337"
"2009/09/25","795000","-8000","-1.00","793000","796000","783000","410629","323984140809","117102972915000","147299337"
"2009/09/24","803000","-17000","-2.07","819000","820000","798000","486599","393583849000","118281367611000","147299337"
"2009/09/23","820000","-5000","-0.61","825000","826000","812000","331888","271635914095","120785456340000","147299337"
"2009/09/22","825000","27000","3.38","800000","829000","798000","515790","421125061500","121521953025000","147299337"
"2009/09/21","798000","-8000","-0.99","802000","810000","794000","337013","269672067000","117544870926000","147299337"
"2009/09/18","806000","-4000","-0.49","810000","820000","804000","896503","726429829000","118723265622000","147299337"
"2009/09/17","810000","15000","1.89","806000","810000","796000","494941","396857229000","119312462970000","147299337"
"2009/09/16","795000","26000","3.38","770000","800000","766000","711387","562450486596","117102972915000","147299337"
"2009/09/15","769000","5000","0.65","760000","773000","760000","520476","398545030984","113273190153000","147299337"
"2009/09/14","764000","-29000","-3.66","796000","796000","760000","561601","433083156000","112536693468000","147299337"
"2009/09/11","793000","2000","0.25","794000","794000","784000","309671","244429886000","116808374241000","147299337"
"2009/09/10","791000","10000","1.28","776000","792000","776000","694922","547356777108","116513775567000","147299337"
"2009/09/09","781000","0","0.00","782000","788000","775000","319282","249263835000","115040782197000","147299337"
"2009/09/08","781000","8000","1.03","773000","781000","770000","272955","211922185240","115040782197000","147299337"
"2009/09/07","773000","6000","0.78","771000","780000","761000","339857","261960875000","113862387501000","147299337"
"2009/09/04","767000","-8000","-1.03","781000","783000","761000","456530","350864137000","112978591479000","147299337"
"2009/09/03","775000","-9000","-1.15","783000","785000","774000","321269","250021991152","114156986175000","147299337"
"2009/09/02","784000","-15000","-1.88","785000","791000","780000","558282","438529267200","115482680208000","147299337"
"2009/09/01","799000","28000","3.63","780000","800000","767000","511854","401508966237","117692170263000","147299337"
"2009/08/31","771000","7000","0.92","765000","775000","760000","430888","330907365000","113567788827000","147299337"
"2009/08/28","764000","-3000","-0.39","773000","784000","764000","391249","302668437000","112536693468000","147299337"
"2009/08/27","767000","-10000","-1.29","765000","774000","757000","327253","250079756000","112978591479000","147299337"
"2009/08/26","777000","2000","0.26","775000","781000","769000","291574","226032546200","114451584849000","147299337"
"2009/08/25","775000","-8000","-1.02","775000","784000","774000","381051","296607994666","114156986175000","147299337"
"2009/08/24","783000","26000","3.43","770000","785000","770000","614912","479945216968","115335380871000","147299337"
"2009/08/21","757000","17000","2.30","743000","757000","742000","553717","416211481646","111505598109000","147299337"
"2009/08/20","740000","2000","0.27","745000","747000","727000","420267","309958086900","109001509380000","147299337"
"2009/08/19","738000","8000","1.10","730000","750000","724000","551995","407739593450","108706910706000","147299337"
"2009/08/18","730000","17000","2.38","706000","736000","706000","509256","369806822144","107528516010000","147299337"
"2009/08/17","713000","-18000","-2.46","724000","731000","711000","453289","326645539170","105024427281000","147299337"
"2009/08/14","731000","29000","4.13","710000","731000","710000","638457","462685465920","107675815347000","147299337"
"2009/08/13","702000","9000","1.30","700000","718000","695000","629559","442143585200","103404134574000","147299337"
"2009/08/12","693000","-12000","-1.70","700000","702000","691000","464366","322797087000","102078440541000","147299337"
"2009/08/11","705000","-5000","-0.70","711000","712000","703000","337135","238878786720","103846032585000","147299337"
"2009/08/10","710000","-6000","-0.84","721000","721000","703000","349905","248105404600","104582529270000","147299337"
"2009/08/07","716000","1000","0.14","708000","717000","705000","372417","264827458928","105466325292000","147299337"
"2009/08/06","715000","-18000","-2.46","723000","730000","714000","409945","295525953054","105319025955000","147299337"
"2009/08/05","733000","8000","1.10","726000","735000","719000","426960","311278061000","107970414021000","147299337"
"2009/08/04","725000","10000","1.40","720000","736000","716000","530783","385277837650","106792019325000","147299337"
"2009/08/03","715000","-9000","-1.24","732000","732000","713000","492037","354116948316","105319025955000","147299337"
"2009/07/31","724000","10000","1.40","723000","729000","716000","607808","439981711460","106644719988000","147299337"
"2009/07/30","714000","17000","2.44","699000","714000","694000","363962","255690697000","105171726618000","147299337"
"2009/07/29","697000","-3000","-0.43","700000","705000","695000","333514","233293387000","102667637889000","147299337"
"2009/07/28","700000","1000","0.14","695000","702000","689000","388845","271063165000","103109535900000","147299337"
"2009/07/27","699000","16000","2.34","685000","700000","683000","635393","442555589000","102962236563000","147299337"
"2009/07/24","683000","5000","0.74","678000","689000","675000","590078","401108969000","100605447171000","147299337"
"2009/07/23","678000","-10000","-1.45","687000","691000","675000","464094","316571158200","99868950486000","147299337"
"2009/07/22","688000","-4000","-0.58","690000","691000","678000","325189","222497034000","101341943856000","147299337"
"2009/07/21","692000","2000","0.29","695000","695000","686000","400286","276201085347","101931141204000","147299337"
"2009/07/20","690000","20000","2.99","680000","697000","674000","485940","334462348000","101636542530000","147299337"
"2009/07/17","670000","-4000","-0.59","674000","683000","664000","340832","229524704148","98690555790000","147299337"
"2009/07/16","674000","8000","1.20","678000","679000","668000","447282","300925652133","99279753138000","147299337"
"2009/07/15","666000","32000","5.05","654000","670000","651000","761794","505129380376","98101358442000","147299337"
"2009/07/14","634000","14000","2.26","632000","642000","624000","420836","266846530000","93387779658000","147299337"
"2009/07/13","620000","-25000","-3.88","645000","645000","620000","410061","257337051000","91325588940000","147299337"
"2009/07/10","645000","-5000","-0.77","651000","656000","639000","286092","185367462676","95008072365000","147299337"
"2009/07/09","650000","-5000","-0.76","655000","662000","650000","564404","369410242688","95744569050000","147299337"
"2009/07/08","655000","5000","0.77","647000","655000","638000","531922","344608147974","96481065735000","147299337"
"2009/07/07","650000","16000","2.52","649000","656000","643000","618894","401254103000","95744569050000","147299337"
"2009/07/06","634000","33000","5.49","610000","641000","609000","933996","586298343000","93387779658000","147299337"
"2009/07/03","601000","-1000","-0.17","595000","602000","594000","227103","136030023000","88526901537000","147299337"
"2009/07/02","602000","-1000","-0.17","610000","610000","600000","253628","153243099700","88674200874000","147299337"
"2009/07/01","603000","11000","1.86","594000","606000","590000","295476","177454729734","88821500211000","147299337"
"2009/06/30","592000","-6000","-1.00","600000","609000","592000","411839","247544574000","87201207504000","147299337"
"2009/06/29","598000","2000","0.34","599000","608000","595000","270129","162608973030","88085003526000","147299337"
"2009/06/26","596000","8000","1.36","596000","601000","590000","553229","331074355000","87790404852000","147299337"
"2009/06/25","588000","8000","1.38","581000","597000","578000","635999","374849845870","86612010156000","147299337"
"2009/06/24","580000","5000","0.87","577000","583000","574000","458797","265820458790","85433615460000","147299337"
"2009/06/23","575000","0","0.00","571000","580000","567000","580246","333364239079","84697118775000","147299337"
"2009/06/22","575000","13000","2.31","562000","582000","560000","490199","280966315000","84697118775000","147299337"
"2009/06/19","562000","-3000","-0.53","569000","571000","561000","395510","223558948000","82782227394000","147299337"
"2009/06/18","565000","-10000","-1.74","575000","579000","563000","423443","241219889000","83224125405000","147299337"
